en,ja
Mercury Core,コア・「マーキュリー」
Merfolk,人魚Ningyo
Mermaid Legend,人魚の伝説
Metal Base,金属の植木鉢
Metal Chimera,鋼鉄のキメラKōtetsu no Kimera
Metanukimorphosis,狸の七変化Tanuki no Nana Henka[!][!]Assumed reading
Metro Goblin,メトロゴブリンMetoro Goburin
Metro Goblin - Energized,メトロゴブリン・蓄エネ型
Metro Station,地下鉄駅
Metro Terminal: Center,列車ターミナル・中央Ressha tāminaru chūō
Metro Terminal: Edge,列車ターミナル・外周Ressha tāminaru gaishū
Overseer Mevorakh,メヴォラク司教Mevoraku Shikyō
Officer Mewmew,にゃんきち長官Nyankichi Chōkan
Mewmew's Lumina Square Notes (1),にゃんきちの「ルミナスクエア」ノート（1）
Mewmew's Medals,にゃんきちメダル
Mia,ミーアMīa
Mia,「ミア」
Miasma,ミアズマMiazuma
Miasma Priest,ミアズマの司祭Miazuma no Shisai
Miasma Ravager - Avarus,ミアズマラヴェジャー・アヴァルスMiazuma Ravejā - Avarusu
Ye Shiyuan the Thrall,悪夢に縛られし者・葉釈淵
Miasma Spawn,ミアズマのひなMiazuma no Hina
Miasma Walker - Arcavor,ミアズマの歩者・アカヴォル
Miasmic - Autonomous Support Unit - Terror Raptor,ミアズミック・自律補助ユニット・「テラー・ラプトル」
Miasmic - Doppelganger - Abyssal Enforcer,ミアズミック・ドッペルゲンガー・深淵の断罪者Miazumikku - Dopperugengā - Shin'en no Danzaisha
Miasmic - Doppelganger - Jane,ミアズミック・ドッペルゲンガー・ジェーンMiazumikku Dopperugengā Jēn
Miasmic - Doppelganger - The Defector,"ミアズミック・ドッペルゲンガー・「背信者」Miazumikku Dopperugengā - ""Haishinsha"""
Miasmic - Frenzied Maniac,ミアズミック・狂乱暴徒
Miasmic - Thracian,ミアズミック・トラキアンMiasumikku - Torakian
Miasmic - Trinox,ミアズミック・トリノックスMiazumikku Torinokkusu
Miasmic - Wicked Wraith,ミアズミック・憤怒悪鬼
Miasmic Doppelganger Komano Manato,ミアズミック・ドッペルゲンガー・狛野真斗Miazumikku - Dopperugengā - Komano Manato
Miasmic Fiend - Unfathomable,ミアズマ・フィーンド・名は名なれどMiazuma Fīndo - Na wa Naredo
Miasmic Fiend - Unfathomable,ミアズマ・フィーンド・名は名なれどMiazuma Fīndo - Na wa Naredo
Miasmic Trooper - Cannoneer,ミアズマ・レムナント・キャノニアMiazuma Remunanto Kyanonia
Miasmic Trooper - Shieldguard,ミアズマ・レムナント・ディフェンダーMiazuma Remunanto Difendā
Midnight Movie Slot,マヨナカ映画
Midnight Whispers,真夜中の内緒話
Midsummer Incorporated,ミッドサマー社Middosamā Sha
Midsummer Central Warehouse,「ミッドサマー」メイン倉庫
Midsummer Fantasy: Clear Sky's Invitation,「晴れ空のお誘い」
Midsummer Fantasy: Fantasy Music Festival!,「ファンタジィ・フェス」
Midsummer Fantasy: Ghost Story Come True?,「怪談は本当だった！？」
Midsummer Fantasy: Midsummer's Secret,「ミッドサマーの秘密」
Midsummer Fantasy: Restoration Project!,「リゾート再起計画！」
Midsummer Fantasy: Restoration Project!,「リゾート再起計画！」
Midsummer Fantasy: Restoration Project!,「リゾート再起計画！」
Midsummer Fantasy: Summer Night's Counterattack,「サマーナイト大作戦」
Midsummer Fantasy: Uninvited Guest,「招かれざる客」
Midsummer Incorporated,ミッドサマー社Middosamā Sha
Midsummer Incorporated,ミッドサマー社Middosamā Sha
Midsummer Incorporated,ミッドサマー社Middosamā Sha
Miguel Silver,"「シルバーヘッド」ミゲル""Shirubā Heddo"" Migeru"
Mika,ミカMika
Milena,ミレーナMirēna
Military Headset,軍用イヤーマフ式通信機
Millionaire,超富豪
Mind Art Master,"「目押し」の神髄""Me'oshi"" no Shinzui"
Mindscape Cinema,心象映画
Mindscape Cinema,心象映画
Mindscape Cinema,心象映画
Mine Transport Vehicle,坑道用輸送車
Miners' Equipment Maintenance,鉱夫たちの道具修理
Mingyuan,明遠Mei'en[!][!]Assumed reading
Mini-Black Hole,ミニマム・ブラックホールMinimamu Burakkuhōru
Mini Adventure Story,プチ冒険譚
Mini Adventure Victory!,小さな冒険、大勝利！
Mini Assistant Pro,ミニ助手・アプデ版
Mini Cargo Truck,自走カーゴJisō Kāgo
Mini Cargo Truck,自走カーゴJisō Kāgo
Mini War Machine,ミニ型軍事ロボ
Mint Espresso,ミントエスプレッソMintoesupuresso
Mira,ミラMira
Miracles Never Come Late,奇跡は必ずやってくる
Misfortune-Warding Mask,厄除けの面
Misha,ミッシェルMissheru
Mishka,ミシュカMishuka
Miss Esme,ミス・エスメMisu Esume
Miss Esme Core,コア・「ミス・エスメ」
Miss Lian,蓮姐さん
Missing Childhood,かつて叶わなかったこと
Missing Developer's Secret Letter,失踪した開発者の密書
Dodge: Missing Invoice,回避：伝票の穴
Missing Mysterious Treasure (I),失われた「秘宝」・その一
Missing Mysterious Treasure (I),失われた「秘宝」・その一
Missing Mysterious Treasure (II),失われた「秘宝」・その二
Missing Mysterious Treasure (II),失われた「秘宝」・その二
Missing Mysterious Treasure (III),失われた「秘宝」・その三
Missing Mysterious Treasure (IV),失われた「秘宝」・その四
Missing Mysterious Treasure (IX),失われた「秘宝」・その九
Missing Mysterious Treasure (V),失われた「秘宝」・その五
Missing Mysterious Treasure (VI),失われた「秘宝」・その六
Missing Mysterious Treasure (VII),失われた「秘宝」・その七
Missing Mysterious Treasure (VIII),失われた「秘宝」・その八
Missing Old Friends,すれ違い
Ultimate: Mission Complete,終結スキル：使命を果たす
Mission Unthinkable (A),「非常なる任務」（上）
Mission Unthinkable (B),「非常なる任務」（下）
Mission Unthinkable (A),「非常なる任務」（上）
Mission Unthinkable (B),「非常なる任務」（下）
Mists,迷霧
Mitsuharu,光治Mitsuharu[!][!]Assumed reading
Mixer and Shaker,「シェイク」と「ステア」
Hoshimi Miyabi,星見雅Hoshimi Miyabi
"Miyabi's ""Operation Report""",雅の「行動報告」
"Miyabi, Going Along With Everything (I)",何でも聞いてくれる雅・その一
"Miyabi, Going Along With Everything (II)",何でも聞いてくれる雅・その二
"Miyabi, Going Along With Everything (III)",何でも聞いてくれる雅・その三
Mo Ping,黙憑
Mochaccino,モカチーノMokachīno
Mochaccino (Mild),モカチーノ（薄め）
Mochi Bird Perch,まんまるモフモフManmaru Mofumofu
Mockingbird,"「モッキンバード」""Mokkinbādo"""
Modded Ether Detector,改良型エーテル探知機
Model: [Identity] Base,模型：「恒等式」-本格
Model: [Identity] Inflection,模型：「恒等式」-変格
Model: [Lunar] Decrescent,模型：「月相」-晦
Model: [Lunar] Noviluna,模型：「月相」-朔
Model: [Lunar] Pleniluna,模型：「月相」-望
Model: [Magnetic Storm] Alpha,模型：「磁気嵐」-壱式
Model: [Magnetic Storm] Bravo,模型：「磁気嵐」-弐式
Model: [Magnetic Storm] Charlie,模型：「磁気嵐」-参式
Model: [Reverb] - Mark I,模型：「残響」-Ⅰ型
Model: [Reverb] - Mark II,模型：「残響」-Ⅱ型
Model: [Reverb] - Mark III,模型：「残響」-Ⅲ型
Model: [Vortex] - Hatchet,模型：「激流」-斧型
Model: [Vortex] - Revolver,模型：「激流」-銃型
Model: [Vortex] Arrow,模型：「激流」-矢型
Model: Bashful Demon,模型：恥じらう悪面
Model: Bellicose Blaze,模型：憤怒の銃騒
Model: Big Cylinder,模型：ビガー・シリンダー
Model: Box Cutter,模型：ペーパーカッター
Model: Bunny Band,模型：ラビットチャージャー
Model: Cannon Rotor,模型：キャノンローラー
Model: Cordis Germina,模型：駆動する種
Model: Deep Sea Visitor,模型：ディープシー・ビジター
Model: Demara Battery Mark II,模型：デマラ式電池Ⅱ型
Model: Dreamlit Hearth,模型：炉で歌い上げられる夢
Model: Drill Rig - Red Axis,模型：ドリルリグ-レッドシャフト
Model: Electro-Lip Gloss,模型：電撃リップグロス
Model: Elegant Vanity,模型：優美のヴァニティ
Model: Flamemaker Shaker,Model: Flamemaker Shaker
Model: Flight of Fancy,模型：鳥は夢へと羽ばたいて
Model: Fusion Compiler,模型：複合コンパイラ
Model: Gilded Blossom,模型：金メッキの花信
Model: Grill O'Wisp,模型：燔火の朧夜
Model: Hailstorm Shrine,模型：あられ落つ星殿
Model: Heartstring Nocturne,模型：心弦のノクターン
Model: Hellfire Gears,模型：燃獄ギア
Model: Housekeeper,模型：ハウスキーパー
Model: Ice-Jade Teapot,模型：玉壺青氷
Model: Kaboom the Cannon,模型：喧嘩腰のボンバルダム
Model: Kraken's Cradle,模型：セイレーンクレードル
Model: Metanukimorphosis,模型：狸の七変化
Model: Myriad Eclipse,模型：千面の落日
Model: Original Transmorpher,模型：正規版変身装置
Model: Peacekeeper - Specialized,模型：秩序の守り手・特化型
Model: Practiced Perfection,模型：十面百錬の星
Model: Precious Fossilized Core,模型：貴重な石化コア
Model: Qingming Birdcage,模型：青溟の鳥籠
Model: Radiowave Journey,模型：エレクトロウォーク
Model: Rainforest Gourmet,模型：密林の食いしん坊
Model: Reel Projector,模型：光と影のカット
Model: Riot Suppressor Mark VI,模型：サプレッサーVI型
Model: Roaring Fur-nace,模型：招福の虎炉
Model: Roaring Ride,模型：グロウル・マイ・カー
Model: Severed Innocence,模型：純然たる犠牲
Model: Sharpened Stinger,模型：磨き抜かれた切っ先
Model: Six Shooter,模型：シックスシューター
Model: Slice of Time,模型：歳月の薄片
Model: Spectral Gaze,模型：奪魂の瞑目
Model: Spring Embrace,模型：ホットスプリング
Model: Starlight Engine,模型：スターライトエンジン
Model: Starlight Engine Replica,模型：なんちゃってスターライトエンジン
Model: Steam Oven,模型：まな板の鯉
Model: Steel Cushion,模型：鋼の肉球
Model: Street Superstar,模型：ストリートスター
Model: The Brimstone,模型：ブリムストーン
Model: The Restrained,模型：拘縛されし者
Model: The Vault,模型：ザ・ボールト
Model: Timeweaver,模型：刻流の賢者
Model: Tremor Trigram Vessel,模型：雷鳴が如き八卦
Model: Tusks of Fury,模型：猛進するキバ
Model: Unfettered Game Ball,模型：ゲームボール
Model: Weeping Cradle,模型：啜り泣くゆりかご
Model: Weeping Gemini,模型：双生の涙
Model: Yesterday Calls,模型：昨夜からの着信
Model: Zanshin Herb Case,模型：残心の青籠
W-Engine,音動機Ondōki
Molded Plating Agent,可塑化助剤
Mole in the Hole,ホロウ：インポッシブルHorō: Inposshiburu
Mole in the Hole,ホロウ：インポッシブル
Mole in the Hole (I),ホロウ：インポッシブル(上)Horō: Inpossshiburu (Jyō)
Mole in the Hole (II),ホロウ：インポッシブル(中)Horō: Inposshiburu (Chū)
Mole in the Hole (III),ホロウ：インポッシブル(下)Horō: Inposshiburu (Ge)
Moment of Vulnerability,「無防備なひととき」
Moment to Counterattack,反撃の時間
Monica,モニカMonika
Array Mode,TVアレイモード
Monna,モナMona
Monochrome,モノクロームMonokurōmu
Monochrome,モノクロームMonokurōmu
Monochrome Market,モノクロストアMonokurosutoa
Monster Duet,モンスター・デュエットMonsutā Dyuetto
Monster and Weirdo,怪獣と怪客
Monstrous Wave,荒波
Basic Attack: Moon Hunter,通常攻撃：月下遊猟
Moonlight Lullaby,月光騎士の讃歌Gekko Kishi no Sanka
Moonlight Traces,光流るる月痕
Warm-Up Exercises,準備運動
Basic Attack: Moonlit Begonia,強化特殊スキル：月上海棠
Moonlit Serenity,賜暇の心月
Moonrock Mochaccino,ムーンロックモカMūnrokkumoka
Moonrock Mochaccino (Strong),ムーンロックモカ（薄め）
Moonrock Mochaccino (Strong),ムーンロックモカ（濃いめ）
More! Bigger! Stronger!,より大きく、より多く、より強く！
"More Bears in the Story, Please",物語に熊を添えて
More Than Happy,more than happy
More Than One Truth,真実はいつも無数
Mors,モルスMorusu
Mors,モルスMorusu
Viggo Moss,ヴィーゴ・モスVīgo Mosu
Most Comfortable Movie-Watching Position,快適な映画鑑賞
Mottled Ether Particle,まばらなエーテル微粒子
Mountain Crane Seal,山河翔ける鶴
Mountain Lion Gang,山獅子組Yamashishi Gumi
Mountain Lion Gang Taken Down,山獅子組が捕まったらしい
Mountain Lion Gang,山獅子組Yamashishi Gumi
Mourning Bangboo,追悼ボンプTsuitō Bonpu
Movable Obstacle,物分かりのいい障害物
Movie Day with Burnice,バーニスと映画の日
Movie Lovers Can't be Bad Guys,映画好きに悪い人はいない
Movie Market Research,映画館でリサーチ
Movie Point,鑑賞ポイント
Movie Time,鑑賞タイム
Movie Time,気ままに映画鑑賞
Movies Are Training Too,映画もまた修行
"Movies Are a Challenge, Too",映画もまた挑戦
Mr. All-Knowing,「全知さん」
Mr. Click,パシャじいPasha Jī
Mr. Dong,東さんTō-san
Mr. Hello,ハロウHarō
Mr. Li,リーおじさん
Mr. Panda,パンダさん
Mr. Shang,尚さん
Card,カードKādo
Mr. Z,ミスターZMisuta Z
Mr. Panda,パンダさん
Mr. Panda,パンダさん
Mrs. Yani,ヤニー婆さんYanī Bāsan
Mrs. Yu,ユイおばさんYui Obachan
Mrs. Zhou,シュウおばさん
Mugwort,ヨモギYomogi
Multicolor Peony,シャクヤクShakuyaku
Multicolored Kitty,猫ちゃんと色彩
Multiple Dangerous Targets,危険ターゲット多数
Multiple Severely Dangerous Target,超級ターゲット多数
Muqing,ムーチンMūchin
Murray,モレMore
Mushroom Noodles,黒鉢きのこラーメン
Music Is Magic,音楽って魔法なのOngakutte Mahōnano
Music Player,音楽プレイヤー
Bardic Needle,"CDショップ「吟遊ニードル」CD Shoppu ""Ginyū Nīdoru"""
Music is Motivation,音楽、即ち闘志なり
Musical Resonance,音楽と共鳴
Mutated Corruption,侵蝕異化Shinshoku Ika
Mutual Aid Medal,相互扶助メダル
My Bro Is a Little Harsh,兄弟がちょっと荒っぽいんだが
"My Curse, My Fate","My Curse, My Fate"
"My Curse, My Fate","My Curse, My Fate"
"My Curse, My Fate","My Curse, My Fate"
Myriad Eclipse,千面の落日Senmen no Rakujitsu
Mysterious Encounter,謎の邂逅
Mysterious Machine,謎の機械
Mysterious Visitor,謎の来客
Mysterious Visitor Again,またしても謎の来客
Mysterious Voice,"「謎の声」""Nazo no Koe"""
Mystery Guest: Green,謎の客人-緑
Mystery Guest: Pink,謎の客人-桃
Mystery Guest: Purple,謎の客人-紫
Mystery of the Ballet Twins Sculpture!,バレエツインズの彫刻の噂！
Marcel Maze,マルセルの迷宮Maruseru no Meikyū
Defense Force,防衛軍Bōeigun
NEDF! OPEN UP!,NEDF！OPEN UP！
New Eridu Public Security,新エリー都治安局Shin Eri to Chi'an kyoku
NEPS Lumina Branch,治安局ルミナ分署
Nachi,ナッチNacchi
Tsukishiro Yanagi,月城柳Tsukishiro Yanagi
Nala,ナランNaran
Nap Time,うとうとタイム
Narrow Escape,九死一生
Narrow Space,ぎゅうぎゅうの空間
Chain Attack: Natural Disaster,連携スキル：天崩・地裂
Nautilus,オウムガイOumugai
Navigation Data,ナビデータNabidēta
Navigation Data Set,ナビデータセットNabidētasetto
Need Medical Assistance ASAP!,医療救助をお願い！
Neighborhood Commission,近所からの依頼
Nekomiya Mana,猫宮又奈Nekomiya Mana
Nekomata's Namecard,猫又の名刺
Nekomata's Promise,猫又の約束
Nekomiya Mana,猫宮又奈Nekomiya Mana
Nekomiya Mana,猫宮又奈Nekomiya Mana
Neo Golden Mecha,シン・黄金魔神号
Nerves on Edge,リラックス方法
Nervous Man,取り乱している男
