en,ja
Piper's Namecard,パイパーの名刺
Piper's Playlist,パイパーからの頼み
Pixel World Adventures,8bitワールド大冒険
Plain Robe,太素の衣
Plating Agent Specialization,助剤特化
Platinum Bangboo,プラチナボンプ
Player Rocketz,ピオ選手
Plaza Walkway,広場の歩道
Pleasant Partnership,「愉快な協力」
Please Respect Employment Law!,労働法って知ってる？
Please Take Guarding the Temple Seriously!,道観の守護者に敬意を！
Please don't answer...,応えてはいけない…
Please escort me to see a Bangboo merchant!,ボンプの行商のところまで連れて行ってください！
Plugboo,プラグノボンプ
Plugboo Core,コア・「プラグノボンプ」
Plundering the Core,掻っ攫う糸心
Poised to Act,周到なる準備
Polar Metal,極地のヘヴィメタル
Polaroid Picture,ポラロイド写真
Poloff,ポルフ
Polychrome,ポリクローム
Pompey,ポンペイ
Popular Freebie,大人気の付録
Popular Harumasa,モテモテのマサマサ
Popularity Carrot,人気ニンジン
Porcelume,輝磁
Porcelume Daggers and Bootblades,輝磁手刀、輝磁足刃
Porcelumex,ポーセルメックス
Porcupinefish,タマフグ
Port Boy,埠頭の下働き
Port Elpis,ポート・エルピス
Port Elpis Eco Guardian,港エコ・マスター
Port Elpis Hollow,ポート・エルピスのホロウ
Port Promenade,ポート・プロムナード
Port of Call,港といえば
Portable Machine Gun - Debt-Clearer,携帯型機関銃・債務クライシス
Portable Machine Gun - Gatling Debt-Clearer,携帯型機関銃・債務クリアランス
Poto Poto Turned You Into A Cactus!,プトの恐怖！サボテンの呪い
Pottery Fragment,陶磁器の残片
Power Generator - Off,発電機-停止中
Power Generator - On,発電機-送電中
Power Restored,電力の復旧
Quick Assist: Power of Teamwork,クイック支援：スターライト・絆の力
Powered Jackhammer,強力削岩機
Powerful Explosives,強力爆破
Practiced Perfection,十面百錬の星
Prank Perpetrator,イタズラの主謀者
Precious Fossilized Core,貴重な石化コア
Precious Treasure,宝のように
Precise Shopping Budget,ピッタリな予算
Precise Sweep,精密掃射
Prehistoric Monolith,有史以前の巨大物
Prepaid Power Card,公共料金プリペイドカード
Preparation for the Assault,強襲作戦に備えよ
Preparation for the Long Battle,長期戦に備えよ
Prepare for the Gold Rush,目指せ「ゴールド」ラッシュ
Qi Yu,斉漁
Priceless Display Cabinet,価値あるショーケース
Priceless Photo,かけがえのない写真
Pride and Paranoia,高慢と偏執
Primal Malice I,「原始の悪意I」
Primal Malice II,「原始の悪意II」
Primal Malice III,「原始の悪意III」
Primordial Black Hole,原初のブラックホール
Private Jaeger,練達猟兵
Pro Player,プロゲーマー
Problem Child,「問題児」
"Problem Soldier, Reporting for Duty!",問題兵士、ただいま到着！
Problem Soldier Boot Camp,問題兵士の補習授業
Processed Story,再構成の物語
Professional Designer,プロのデザイナー
Professional Exploration Team,プロの探検チーム
Professional Habits,職業病
Profit Craft,ボロ儲けの手段
Project Shining Hollow,ホロウパシャパシャ計画
Project Shining Hollow (I),ホロウパシャパシャ計画・その一
Project Shining Hollow (II),ホロウパシャパシャ計画・その二
Project Shining Hollow (III),ホロウパシャパシャ計画・その三
Project Shining Hollow (IV),ホロウパシャパシャ計画・その四
Prologue: Intermission,序章幕間
Promotion Genius,プロモーション術
Proof of Companionship,「トモダチである証」
Proof of Courage,勇気の証
Quick Assist: Protective Drill (Burst Mode),クイック支援：サポート・ドリルブレイク（爆発状態）
Proto Punk,プロト・パンク
Prototype Seal,原型バッジ
Proxy,プロキシ
Reconnected,再接続
Proxy Business,プロキシ
Proxy Business,プロキシ業
Proxy Handbook,プロキシノート
Proxy Parent: Bangboo Search,代理保護者・ボンプ探し
Proxy Parent: Precise Location,代理保護者・正確な位置特定
Proxy With Connections,大の人脈持ち店長
Pryor,プライヤー
Public Security Office,治安局駐在所
Public Security Officer's Attire Issues,治安官のコーデのお悩み
Public Security Officer's New Year Nightmare,治安官と新年のパニック
Public Security Officer’s Answer,治安官の答え
Public Security Poster,治安局のポスター
Public Security Safety Awareness Month Questionnaire,「治安パトロール強化月間」イベントアンケート
Public Security Squad,治安官小隊
Puffer Electro,パファー・エレクトロ
Pulchra Fellini,プルクラ・フェリーニ
Pulchra's Namecard,プルクラの名刺
Pulchra's Probation Period (I),プルクラの「試用期間」・その一
Pulchra's Probation Period (II),プルクラの「試用期間」・その二
Pulchra's Probation Period (III),プルクラの「試用期間」・その三
Pulchra's Probation Period (IV),プルクラの「試用期間」・その四
Pulchra's Probation Period (V),プルクラの「試用期間」・その五
Pulchra,プルクラ
Pull-Tab Bomb,ピン付き爆弾
Pumpkin Soup Noodles,白鉢かぼちゃラーメン
Pupper Will Always Forgive,ワンちゃんは許してくれる
Puppeteer's Letter,「傀儡師」からの手紙
Purchasable Loyalty,Purchasable Loyalty
Purification Room,浄化室
Purifying Flask,ろ過瓶
Purple Legend,レジェンド・オブ・パープル
Pursenas Hollow,プルセナスホロウ
Pursuit and Interception,サーチアンドデストロイ
Puzzle Sphere,魔法の立体パズル
Qin,琴
Qingming Birdcage,青溟の鳥籠
Qingming Birds,青溟鳥
Qingming Sword,青溟剣
Qingyi,青衣
Qingyi's Namecard,青衣の名刺
Qingyun,青雲
Qiqi,キキ
Qiuhua,秋華
Qualification Assessment,資質試験
Qualification Assessment: Edge,資質試験・外周
Qualification Assessment: Frontline,資質試験・前線
Qualified Manager,一人前の店長
Quality Time,親友とのお出かけ
Questionboo,カンフー・ボンプ
Quick-Thinking to Self-Rescue,いざ自力救済
"Quick Assist: ""One Luminous Sky""",クイック支援：一面の花火
Quick Assist: Barrage of Raining Flowers,クイック支援：花嵐斉射
Quick Assist: Batholith,クイック支援：一枚岩
Quick Assist: Blade of Elegance,クイック支援：風花斬り
Quick Assist: Blazing Flash - Guard,クイック支援：ブレイジングドライブ-守
Quick Assist: Braced Bow,クイック支援：弦通し
Quick Assist: Cloud Flash,クイック支援：雲間の一閃
Quick Assist: Cloudstream Shadow,クイック支援：流雲影身
Quick Assist: Cold-Bore Cover Fire,クイック支援：コールドバレル・アシスト
Quick Assist: Contract - Bodyguard,クイック支援：契約・ボディガード
Quick Assist: Crushing Mist,クイック支援：ミスティストライク
Quick Assist: Dancing Petals,クイック支援：花信風
Quick Assist: Decisive Stomp,クイック支援：怒りて肉球を残す
Quick Assist: Dessert Time,クイック支援：おやつの時間
Quick Assist: Elegy,クイック支援：レクイエム
Quick Assist: Energizing Specialty Drink,クイック支援：シャキッと爽快
Quick Assist: Fierce Blade,クイック支援：フィアース・ブレード
Quick Assist: Forward Call,クイック支援：着信転送
Quick Assist: Frostshock Reinforcement,クイック支援：降霜の援護
Quick Assist: Frostwing Guard,クイック支援：あなたを覆う羽
Quick Assist: Intertwined Stab,クイック支援：オルタナスラスト
Quick Assist: Lane Change,支援スキル：車線変更
Quick Assist: Lift Your Gaze to Good Fortune,クイック支援：仰げば招福
Quick Assist: Lone Shadow - Regroup,クイック支援：孤影・帰陣
Quick Assist: Searing Slash,クイック支援：焦痕斬り
Quick Assist: Shark Sentinel,クイック支援：護衛シャーク
Quick Assist: Shoulder-To-Shoulder,クイック支援：肩を並べて
Quick Assist: Thunderfall,クイック支援：雷呼
Quick Assist: Wind Through the Pines,クイック支援：風入松
Quick Assist: Wolf Pack,クイック支援：群狼
Quick Inspection,抜き打ち検査
Quick Work,造作もない
Quixie,キホーテ
Quiz Prize,問答の賞品
犬出没,犬出没
Rabbit Tails,うさぎのしっぽの長さ
Racing Tides,湾港疾走
Radiant Gold,燦々なる流金
Radio,ラジオ
Radiowave Journey,エレクトロウォーク
Raffle Ticket,抽選券
Special Attack: Raging Fire,特殊スキル：烈火
Raid Operation,突撃作戦
Raiders of the Hollow,レイダーズ／ホロウの秘宝
Railing in the Lobby,ロビーの手すり
Rainforest Gourmet,密林の食いしん坊
Rainy Night's Cupid,夜雨に紛れる恋愛マスター
Special Attack: Rally!,特殊スキル：しゅーごー！
Rally! Uhn-ne uhn-ne!,あつまれンナンナの友
Rally Commission,バトルラリー依頼
Rampage,「横暴」
Video Store,ビデオ屋
Story Commission,ストーリー依頼
Rapid Freezing,急速冷凍
Rapid Growth,育ち盛り
Rapid Rescue,速攻救助
Rare Earth,レアアース
Rare Free Time,貴重な休暇
Rare Subspecies: Black-Gold Large Yellow Croaker,「レア」黒金フウセイ
Rare Subspecies: Black Tornado,「レア」「ブラックサイクロン」
Rare Subspecies: Blade Runner,「レア」「銀翼キラー」
Rare Subspecies: Blubber-gasted,「レア」ビックリサメ
Rare Subspecies: Demure Maki-Maki,「レア」オトナシシイラ
Rare Subspecies: Devil Ray,「レア」デーモンフィッシュ
Rare Subspecies: Dragonfruit Grouper,「レア」ドラゴンフルーツマダラ
Rare Subspecies: Gloomy Squid,「レア」ユウウツイカ
Rare Subspecies: Infinite Snapper,「レア」ムゲンフエダイ
Rare Subspecies: Lance Knight,「レア」「ランスナイト」
Rare Subspecies: Legskate,「レア」トゲなしエイ
Rare Subspecies: Lonewolf Fish,「レア」ロンリーフィッシュ
Rare Subspecies: Rainbow Cichlid,「レア」ニジイロティラピア
Rare Subspecies: Savage Shark,「レア」凶暴ザメ
Rare Subspecies: Sea Monster King,「レア」「シーデーモン」
Rare Subspecies: Slow Mambo,「レア」ユックリマンボウ
Rare Subspecies: The Glider,「レア」「グライダー」
Rattlesnake,「ラトルスネーク」
Ravenlock family,レイヴンロック家
Raw Lacquer,生漆
Ray Yersin,レイ・エリツィン
"Ray, Vanished",消えたレイ
Raysen,レイセン
Razor,レイザー
Read the Air,空気を読もう
Real Bro Hans,漢・ハンス
Reason for Anger,怒ってる理由
Reason for Coffee,コーヒーを買う理由
Reason for Feeling Refreshed,清々しい気分のワケ
Rebel Soldiers,反乱軍
Rebel at School,学校へ行こう!
Rebirth,新生
Rebuild Ridu!,エリー再建！
Reckless Driver,ワイルドドライバー
Red!,Red!
Red!!,Red!!
Red!!!,Red!!!
Red Bean Bun Token,あんぱんメダル
Red Boar Riding Shotgun,助手席の赤い猪
Red Chilli Chicken Noodles,黒鉢赤辛鶏白湯ラーメン
Red Chilli Meat Noodles,白鉢赤辛肉盛りラーメン
Red Fang Gang,赤牙組
Red Moccus,真紅のモックス
Red Moccus Core,コア・「真紅のモックス」
Redemption in the Rock Quarry,採石場の救済
Reed,ルイド
Reef Fishing Spot,石礁の釣り場
Reel Projector,光と影のカット
Reflections of Fireworks,花火の倒影
Reflections of the Past,我が過去をその目に
Reformed Hollow Raider,脱ホロウレイダー
Refusing Medical Assistance,医療救助は遠慮しよう
Regulars Are Important!,常連は大事
Reina,レナ
Reinforced Anomaly Component,強化型異常キット
Reinforced Attack Component,強化型強攻キット
Reinforced Defense Component,強化型防護キット
Reinforced Rupture Component,強化型命破キット
Reinforced Stun Component,強化型撃破キット
Reinforced Support Component,強化型支援キット
Reinvestigate the Lost Void,「迷いの地」再調査
Relentless Pursuit,エンドレス・ハンティング
Remember to Warm Up Before Training,準備運動を忘れずに
Remodeling Shop,カスタムショップ
Reno,リノ
Repay With a Night of Sound Sleep,どうか穏やかな夜を
Replacement Bounty Hunter,賞金稼ぎ代理人
Rescue Mission,救出の作戦
Rescue Operation,救助作戦
Research Center Revisited,科学研究院を再訪
Reserved Relics,予備残留物
Reset Button,リセットボタン
Residual Signal,余波シグナル
Resistance Decline,「耐性低下」
Resolute Determination,終結の決意
Resolve to Become an Attendant,執事になる覚悟
Resonaboo,レゾナンボンプ
Resonaboo Core,コア・「レゾナンボンプ」
Resonance Anchor,共振アンカー
Resonance Chords,共振和音
Resonance Oscillation,共振共鳴
Resonance Test,共鳴テスト
Resonium Catalyst,レゾブレム触媒
Resonium Converter,レゾブレム変換装置
Resonium Repulsion,「レゾブレム拒絶反応」
Resort's Honorary Partner,リゾート名誉パートナー
Resort Reception,ビジターセンター
Resource Recycling,リサイクル
Resource Recycling Squad,資源回収チーム
Responder to Prophecy,「プロフェシー」に応えし者
Rest Area,休憩ステーション
Rest Area,娯楽エリア
Rest Areas,休憩エリア
Rest Awhile,途切れて続く
Rest Day After Training,トレーニング後のリラックス
Restart Selectable A-Rank Weapon Chest,A級音動機指定パック・再始動
Resting Housewife,「忙しい合間を縫う」主婦
Restricted Area Investigation,禁区調査
Retail Industry Study Materials,販売業の学習素材
Retirement Life,セカンドライフ
Retro Flip Phone,旧式ガラケー
Return of the Traveling Bird,いたずらっ子ボンプも木から落ちる
Return to Bardic Needle,再び「吟遊ニードル」へ
Return to Giallo City,ジャーロ・シティ
Return to Hades,冥府への回帰
Return to Nihility,虚無に帰る
Return to the Sea,海に還ること
Revenge Against New Eridu,新エリー都への復讐
Revenue,売上
Reverb Arena,リバーブ・アリーナ
Reverb Arena Regular,リバーブ・アリーナの常連
Revitalizing Elixir,目覚回復剤
Revolver of Fortune,ラッキーリボルバー
Reward Area,「ご褒美」エリア
Reyna,若妍
Rhythm Rave,ミュージック・フレンジー
Rhythm Raver,ミュージックパーティー
Rich Lady's Outer Ring Debut?!,お嬢様の初郊外！？
Richard Teamilk,リチャード・ティーミルク
Ricky,リッチー
Riddler,謎かけ人
